block1_conv1	0.9000362474334389	0.013764975783838899
block1_conv2	0.8997062350496248	0.017843487127198573
block2_conv1	0.8670902556860391	0.035686974254397145
block2_conv2	0.9106539077576535	0.014019882742798879
block3_conv1	0.9093523886253668	0.018353301045118533
block3_conv2	0.9268361655274056	0.012490440989039
block3_conv3	0.9410697150178962	0.013510068824878919
block4_conv1	0.8461450166867641	0.045118531735916394
block4_conv2	0.8947107270334885	0.03288299770583737
block4_conv3	0.8825864532190972	0.03058883507519755
block5_conv1	0.7093937651757865	0.09202141218455263
block5_conv2	0.6050982861712436	0.14019882742798878
block5_conv3	0.5132734249003353	0.1712974764211063
